ID	Text	Label
3061	" ""من فبلا از این برند عطر خریده بودم، ماندگاری و پخش بوش عالی بود، مدل 713. گشت شادی داشتیم، هرکی شاد نبود،به من آموختی... مادر، عزیزتر از جانم میان تمام نداشتن ها تنها تو را دوست دا م?????"""	[1. 0. 0. 0. 0. 0. 0.]
3062	کاش زودی تعطیلات عید بشه دیگه اعصابم نمیکشه	[0. 0. 1. 0. 0. 0. 0.]
3063	باخت به درک، اینقدر از کیروش بدم میاد که از اول این بازی ها برام مهم نبود، ولی گزارش احمدی بدجور رو اعصابمه، خیلی هم دلش میخواد هیجان بده اما بدتر گند میزنه، حرف که میزنه چندشم میشه، اه اه اه	[0. 0. 1. 0. 0. 0. 0.]
3064	بنده در مجرد ترین شکل ممکن دارم سر میکنم:| چی چی تبریک میگید …	[0. 1. 0. 0. 0. 0. 0.]
3065	دوستت دارم، جوری که همین الان ضربان قلبم یک دقیقه رفت بالا به خاطر تو. با توام عزیز دلم	[1. 0. 0. 0. 0. 0. 0.]
3066	"اما یکم بلنده و میتونست رنگ های شاد تری داشته باشه"""	[0. 0. 0. 0. 0. 0. 1.]
3067	البته من از خمينى اونقدر متنفر نيستم كه از خامنه اى هستم ... خمينى وقت نكرد همه ى اينها را انجام بده اما خامنه اى هم وقت داشت و هم گند زد	[0. 0. 0. 0. 0. 1. 0.]
3068	این چیزی که من دیدم این بودکه واقعامردم مشکل مالی دارن وگرفتارن.اتفاقاعده ای که این اعتراضات روسیاسی می کردن دنبال دورکردن مردم ازخواسته هاشون بودن من یکی رو دیدم که رئیس ستاد آقای روحانی بود و شعار شهنشاهی می داد.دولتی که نتونه اقتصاد رو درست کنه معلومه اعتراض رو سیاسی می کنه	[0. 0. 0. 0. 0. 0. 1.]
3069	آقای پل شریدر بزرگ در کهنسالی درس سینما میدهد. درسِ با حوصله نوشتن و ساختن. ذرهذره هیولایی را خلقکردن و رنگ فانتزی به جهان واقع زدن، بیآنکه ذرهای از خشونت واقعیت گرفته شود، و درنهایت، به یک مانیفست دقیق و جامع نسبت به جهان اکنون رسیدن. #FirstReformed	[0. 0. 0. 0. 0. 0. 1.]
3070	هيچ نخبه اي تو كف ممبر اينستا نيست كه حالا ممبرش بياد پايين از مملكت فرار كنه ....... ممبر به درده همون خزاي اينستا ميخوره و سلبريتيا ، نخبه هاي ما از دست يه مشت اشغال و يه مشت قوانين پوسيده و محدوديت فرارين.......... ما هم همينو ميخوايم كه بسترو براي بازگشتشون مناسب كنيم	[0. 0. 1. 0. 0. 0. 0.]
3071	چرا توپا رو نشون ندادین،لعنت به من اگه دیگه با 724 تراکنش انجام بدم	[0. 0. 1. 0. 0. 0. 0.]
3072	بالای مغازه کفش فروشی زده ”آرامشِ قلب دوم خود را به ما بسپارید.“ الان حالم بین خنده و مسخره بازی و استرسِ بلاتکلیفیِ آرامشِ قلبِ اولم مردده. :)	[0. 0. 0. 0. 0. 0. 1.]
3073	تباه يعني اين كه به جاي فكر كردن به تعطيلات آخر هفته و لذت بردن ازش، دارم به شنبه ي بعد تعطيلات فكر ميكنم و غصه ميخورم	[0. 1. 0. 0. 0. 0. 0.]
3074	چهار شنبه سوری فقط قاشق زنیش کلی تفریح در میاد	[1. 0. 0. 0. 0. 0. 0.]
3075	درود بر خانم کنعانی عزیز. ۴۰ سال است که مردم ایران در حال مبارزه هستند. فرقه تبهکار ۴۰ سال است که ما ایرانیان را به گروگان گرفته و اکنون پایان همه چیز است! #WarsawSayNoToMullahs …	[0. 1. 0. 0. 0. 0. 0.]
3076	چرا #نیشابور برق نمیره من اعتراض کنم؟؟؟؟؟	[0. 0. 0. 0. 1. 0. 0.]
3077	خوبی همیشه بدبخت بودن اینه ک هیچوقت حسرت نمیخوری ک اون موقع ک داشتی باید ی کاری میکردی و غم از دست دادن نداری	[0. 1. 0. 0. 0. 0. 0.]
3078	من بعد یک روز و نیم تو اتاق زایمان خصوصی کارم کشید به سزارین و تمام مدت شوهرم پیشم بود اینجا، لحظه ای که عمل داشت شروع میشد بهش گفتم برام یه چیزی تعریف کن که حواسم پرت شه، خیلی ترسیدهم. اصلا برام قابل تصور نیست که آدم تو اون همه درد و ترس و بدبختی تنهای تنها باشه.	[0. 0. 0. 1. 0. 0. 0.]
3079	" ""دوستان این هدفون کیفیت پخشش بالاست با برند نیا ک فقط صداش زیاده مقایسه نکنید لطفا...در حد مرگ کلافه و عصبیم و دلیلشم نمیدونم !! الان یه اتاق پر از شکستنی و جررردادنی میخوام با یه چاقو، که درحد مرگ بشکنم و جررر بدم و دادبزنم و اخرسرم جفت دستامو از مچ یا ارنج با اون چاقوعه قطع کنم و از شدت خونریزی و درد بمیرم راحت شم –_– کی خوب میشم ؟"	[0. 0. 1. 0. 0. 0. 0.]
3080	" ""توی شگفت خریدمش..در حد نیازهای روزمره مثه تلگرام و اینستا و تماس استفاده میکنم.. تا الان که مشکل ندیدم و خوب کار کرده ، در کل نسبت به قیمتش کانفیگ خوب و قابل قبولی داره من به خودم نگاه میکنم و به نیک و بدم،،، نفاق؟!! خدا ببخشدت که به کسی انگ منافق بودن میزنی. دافعهءشیعه فقط به قمه‌زنی نیست... شامل خیلی چیزا میشه...?"	[0. 1. 0. 0. 0. 0. 0.]
3081	موفقیت، نتیجه تشخیص درست است؛ تشخیص درست، نتیجه تجربه است؛ تجربه نیز اغلب نتیجه تشخیص نادرست است. آنتونی رابینز	[0. 0. 0. 0. 0. 0. 1.]
3082	اخه اسکل دهاتی، هنوز بلد نیستی تایپ کنی، میای اینجا زر زر میکنی؟ بعدم من نوشتم اطلاعاتی داریم؟؟ بی سواد.. نهضت برو ثبت نام کن حداقل جایی حرف زدی به ریشت نخندن.. منم به خندیدن آدمایی مثل تو خوشم که ایسگا بشی	[0. 0. 1. 0. 0. 0. 0.]
3083	حکایت کن از پدری که به دخترش تجاوز شد،متجاوز قانون بود پدر دم نزد و پیر شد پیر شد پیر شد #شاهرودی_سقط_شد	[0. 1. 0. 0. 0. 0. 0.]
3084	درصورت امکان ریت کنید: اعضای تیم رسانه ای #آملی_لاریجانی در تلاشند با فضاسازی و شلوغ بازیهای رسانه ای و ربط دادن مسایل غیرمرتبط بهمدیگر با هدف پرونده سازی علیه #هنگامه_شهیدی ، از آزادی ایشان ممانعت و افکار عمومی بخصوص مسئولان کشور را منحرف کنند. #حفاظت_قوه_قضاییه	[0. 0. 0. 0. 0. 0. 1.]
3085	درود بر پرزیدنت ترامپ امیدوارم متوجه این موضوع شده باشید که مردم ایران خواهان شاهزاده رضا پهلوی هستن و امیدوارم شما از شاهزاده حمایت کنید #AlternativeIsPahlavi #WeStandWithRezaPahlavi	[0. 0. 0. 0. 0. 0. 1.]
3086	عاغا نظرتون چیه شرکت کنیم?? کی شاد تر از ما?	[1. 0. 0. 0. 0. 0. 0.]
3087	لبنانیها در اعتراض به نامگذاری خیابانی به نام «سلمان بن عبدالعزیز» پادشاه عربستان، اسم این خیابان رو به #عهد_التمیمی تغییر دادند دختر نوجوان فلسطینی که بخاطر سیلی زدن به سرباز اسراییلی محکوم به حبس شد #زنان_مقاومت	[0. 0. 0. 0. 0. 0. 1.]
3088	توى آشپزخونه ى هاستلم چاى و قهوه اى هست كه مجانيه و همه ميتونن ازش استفاده كنن. اين مدت تقريباً هر روز صبح براى خودم قهوه درست مى كردم، و در عجب بودم كه چرا تاثيرى توى پريدنِ خوابم و هوشياريم نداره. الان روى بسته ش رو خوندم و با عبارت «caffeine free» مواجه شدم :/ :)))	[0. 0. 0. 0. 1. 0. 0.]
3089	جزومو دادم دس این پسره . حالا میبینم یه خط درمیون فحش نوشتم اون جلسه . افرین .	[0. 1. 0. 0. 0. 0. 0.]
3090	شب جمعه همه یا مهمونی رفتن یا حالا هرچی...اونوقت من دوازده ساعته بدون تحرک جلوی نشنال جیوگرافی نشستم ببینم اورانوس ماهی چجوری خودشو کف دریا استتار میکنه، تازه کروکدیل فیلیپینی هم داره منقرض میشه اعصابم خورده..	[0. 0. 1. 0. 0. 0. 0.]
3091	نه جانم ، مرد و زن ندارد ...! به نقطهی عشق که رسیدی ، شورانگیز باش برایِ عاشقانههایت … میان جمع ، رویش را ببوس ...! میان مردم فریاد بزن دوستت دارم ... و اگر کسی چشم غُرهای رفت ، دعایش کن تا عاشق شود ! همین ...	[1. 0. 0. 0. 0. 0. 0.]
3092	میدان گردان اصلی علم الهدی،پمپئو یا هرکس دیگر؛آنها که به خیابان آمده اند غریبه نیستند. نمایندگان مسئولان قوه قضا و نهادهای حاکمیتی موظفند جانشان را کف دست بگیرند و به خیابانها بروند برای شنیدن صدا و کلام منطقی و احساسی مردم؛هر چه که هست! #اعتراضات	[0. 0. 0. 0. 0. 0. 1.]
3093	به دکترم گفتم این حجم عجیب آرامش بعد از اون دوران تلخ خیلی عجیبه و میترسم دو قطبی باشم. گفت عینکتو عوض کن. چرا میخوای رو ارامش و رضایتت اسم بذاری؟ چرا فکر میکنی غلطه؟ نباید باشه؟ جاش نیست؟ بعد از ده ماه از رفتنش میتونم بگم خوبم. دلتنگ هستم ولی خوبم.	[1. 0. 0. 0. 0. 0. 0.]
3094	من 1000 خریدم بد نیست ولی دوباره نمیخرم. ترجیح میدم پول بیشتری بدم ولی کیفیت بهتری تحویل بگیرم	[0. 0. 0. 0. 0. 0. 1.]
3095	نسبت به گوشی های میان رده انتخاب خوبیهیکی از بزرگترین ترسهام از آیندم اینه که چون همیشه زندگیم بیکیفیت بوده(چون در ایران همه چیز بیکیفیته) درک درستی از کیفیت بالا نداشته باشم و نتونم هیچوقت کار باکیفیت ارائه بدم. شما هم یه موقعایی بهش فکر کنید و سعی کنید به کیفیت کار و زندگیتون فکر کنید،چیز خوبیه.	[0. 0. 0. 1. 0. 0. 0.]
3096	وای عجب لیموی شاخیه من حاضرم فقط برای فرم لیمو کلی پول بدم	[0. 0. 0. 0. 1. 0. 0.]
3097	از نصیحت، و از آدمی که نصیحت میکنه ، بدم میاد از اون کصخلی که به نصیحت گوش میده بیشتر.	[0. 0. 0. 0. 0. 1. 0.]
3098	و تو چه میدانی که برنج پاک و حلال چیست؟دانه ای است که در دهه نود خورشیدی در ایران پیدا نمیشود.بعضی گویند تخمش را کلاغ خورده و برخی هم به بیت آقا مشکوک هستند.خلاصه یک بخور بخوری کرده اند که الان دختران این سرزمین از شرم نداشتن پوشک و نوار بهداشتی،بیرون از خانه نمیروند.زندگی سگی!!! …	[0. 0. 1. 0. 0. 0. 0.]
